File;Format;Size;names;files
File: Registered Investment Advisers, June 2010;Format:ZIP;Size:1.76 MB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia060210.zip;ia060210.zip
File: Registered Investment Advisers, May 2010;Format:ZIP;Size:1.62 MB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia050310.zip;ia050310.zip
File: Registered Investment Advisers, April 2010;Format:ZIP;Size:1.61 MB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia040110.zip;ia040110.zip
File: Registered Investment Advisers, March 2010;Format:ZIP;Size:1.61 MB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia030110.zip;ia030110.zip
File: Registered Investment Advisers, February 2010;Format:ZIP;Size:1.6 MB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia020110.zip;ia020110.zip
File: Registered Investment Advisers, January 2010;Format:ZIP;Size:1.59 MB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia010410.zip;ia010410.zip
File: Registered Investment Advisers, December 2009;Format:ZIP;Size:1.87 MB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia120109.zip;ia120109.zip
File: Registered Investment Advisers, November 2009;Format:ZIP;Size:1.59 MB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia110209.zip;ia110209.zip
File: Registered Investment Advisers, October 2009;Format:ZIP;Size:799.37 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia100109.zip;ia100109.zip
File: Registered Investment Advisers, September 2009;Format:ZIP;Size:772.63 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia090109.zip;ia090109.zip
File: Registered Investment Advisers, August 2009;Format:ZIP;Size:753.9 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia080109.zip;ia080109.zip
File: Registered Investment Advisers, July 2009;Format:ZIP;Size:792.09 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia070109.zip;ia070109.zip
File: Registered Investment Advisers, June 2009;Format:ZIP;Size:750.36 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia060109.zip;ia060109.zip
File: Registered Investment Advisers, May 2009;Format:ZIP;Size:779.93 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia050109.zip;ia050109.zip
File: Registered Investment Advisers, April 2009;Format:ZIP;Size:785.77 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia040109.zip;ia040109.zip
File: Registered Investment Advisers, March 2009;Format:ZIP;Size:762.6 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia030209.zip;ia030209.zip
File: Registered Investment Advisers, February 2009;Format:ZIP;Size:814.16 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia020209.zip;ia020209.zip
File: Registered Investment Advisers, January 2009;Format:ZIP;Size:813.2 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia010509.zip;ia010509.zip
File: Registered Investment Advisers, December 2008;Format:ZIP;Size:764.39 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia120908.zip;ia120908.zip
File: Registered Investment Advisers, October 2008;Format:ZIP;Size:734.46 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia100108.zip;ia100108.zip
File: Registered Investment Advisers, September 2008;Format:ZIP;Size:732.35 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia090208.zip;ia090208.zip
File: Registered Investment Advisers, August 2008;Format:ZIP;Size:731.08 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia080408.zip;ia080408.zip
File: Registered Investment Advisers, July 2008;Format:ZIP;Size:727.54 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia070108.zip;ia070108.zip
File: Registered Investment Advisers, June 2008;Format:ZIP;Size:724.27 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia060208.zip;ia060208.zip
File: Registered Investment Advisers, April 2008;Format:ZIP;Size:715.02 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia040108.zip;ia040108.zip
File: Registered Investment Advisers, March 2008;Format:ZIP;Size:712.74 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia030308.zip;ia030308.zip
File: Registered Investment Advisers, February 2008;Format:ZIP;Size:705.83 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia020108.zip;ia020108.zip
File: Registered Investment Advisers, January 2008;Format:ZIP;Size:702.02 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia010708.zip;ia010708.zip
File: Registered Investment Advisers, November 2007;Format:ZIP;Size:702.63 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia112907.zip;ia112907.zip
File: Registered Investment Advisers, October 2007;Format:ZIP;Size:700.2 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia102607.zip;ia102607.zip
File: Registered Investment Advisers, September 2007;Format:ZIP;Size:695.38 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia091207.zip;ia091207.zip
File: Registered Investment Advisers, July 2007;Format:ZIP;Size:691.05 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia073007.zip;ia073007.zip
File: Registered Investment Advisers, May 2007;Format:ZIP;Size:680.06 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia050707.zip;ia050707.zip
File: Registered Investment Advisers, June 2006;Format:ZIP;Size:675.11 KB;https://www.sec.gov/files/data/frequently-requested-foia-document-information-about-registered-investment-advisers-and-exempt/ia060506.zip;ia060506.zip
